,News
10106,$ twtr twitter inc $ 35.90 URL $ ashr $ cvgw $ pcyc $ adxs ashr trade nasdaq $ avgo $ conn $ alog $ aapl avgo pennystocks …
10109,"$ aapl - what investors can expect from microsoft corp's "" new "" xbox one URL"
10111,$ aapl received a new alert . find out why at URL stocks daytrading trading mkt nyse nas … URL
10116,"from all angles , $ aapl is not attractive right now technically"
10117,"$ gncp recent news updated sunday , june 14 , 2015 12:44 : 24 pm $ aapl $ pvsp $ fbec $ tpiv URL … … … … URL"
10119,rt AT_USER rt $ mdcn $ thcz $ pzoo $ mjna $ mjmj $ fwdg $ hjoe $ oslh $ hemp $ cbis $ siri $ fb $ twtr $ tsla $ nflx $ aapl $ cann $ canv $ mdbx $ t htt …
10125,nke nike inc . yield URL $ nke $ iwo $ nat $ aapl nke finance investing … URL
10134,stock in play : $ aapl $ fb $ twtr $ aal $ gpro $ baba $ dang $ mbly $ fold $ ll $ trak $ blue $ hqcl $ rdhl $ uvxy $ esi $ idra $ amba $ nem $ mu
10138,equities currently tagged highearnings by the closingbell community : $ aapl $ act $ baba $ biib $ ea URL
10146,sony ’ s new venture xperia z4 and z5 is going to rock the market very soon URL $ sne $ aapl $ ssnlf $ goog $ bbry $ msft
10167,toptickertweets $ twtr $ aapl $ axpw $ spy $ fb $ dax $ aavl $ free $ nflx $ baba sentiquant 2015061 6 10:00 : 07:360 … URL
10173,there are signs that $ aapl may have adjusted carrier moqs upward for the 6/6+ due to supply / demand issues .
10174,"AT_USER fitbit must run hard to stay ahead of $ aapl xiaomi etc , etc : fitbit ipo goes from walking to running URL $ fit"
10181,ms morgan stanley last price URL $ ms $ aapl $ lbmh $ drys ms stocks stockmarket
10183,"thicker , stronger iphone could add force touch , eliminate battery issues , … URL 9to5mac $ aapl URL"
10204,rt marc faber : greece banks won't be open this monday and us live in neverland $ tsla $ goog $ amzn $ gpro $ nflx $ fb $ aapl $ goog $ ibm $ gld $ qqq
10208,oih market vectors oil services open URL $ oih $ aapl $ shld $ mu oih stockmarket investing
10210,$ aapl - apple inc . vs facebook inc : who can revolutionize mobile news ? URL
10211,"$ intc news : "" intel becomes an arm mobile device maker $ aapl apple $ armh $ intc "" URL analyze : URL"
10213,stocks rise after fed statement URL $ fed $ study $ rut $ iwm $ uwm $ aapl $ orcl $ compq $ djia $ qqq … URL
10227,rt AT_USER apple watch sales reportedly hit about 2.8 million in 2 months $ aapl URL URL
10228,"rt AT_USER apple inc . iphone 7 specs , release date become clear on analyst leak URL $ aapl"
10233,"rt AT_USER carl icahn & donald trump : everything in the stock market is a bubble , except for apple … $ aapl"
10234,"aapl apple , inc . exchange URL $ aapl $ nem $ qid $ vxx aapl stock finance URL"
10237,"AT_USER aapl apple , inc . dividend URL $ aapl $ sna $ sbux $ ziop aapl invest finance"
10239,jd URL inc . financials URL $ jd $ gale $ aapl $ kgc jd share stocks
10240,"aapl apple , inc . tick URL $ aapl $ aos $ cvx $ regn aapl share investing"
10248,bosocial : cmg chipotle mexican grill inc . exchange URL $ cmg $ tqqq $ eem $ aapl cmg pennystoc … URL
10260,天线门事件对 $ aapl 的影响似乎不大 ， 高位震荡中
10275,"fit fitbit , inc . % change URL $ fit $ gpro $ mbly $ aapl fit finance pennystocks"
10276,gm general motors co . company info URL $ gm $ mur $ aapl $ chk gm finance stocks
10278,rt AT_USER apple $ aapl bulls line-up ; morgan stanley notes strong iphone and watch demand URL
10285,"rt AT_USER wall street breakfast : ahold , delhaize confirm € 26b mega-merger URL $ spy $ qqq $ aapl $ ahony $ atcey $ ba …"
10287,both $ aapl and $ spy bear flagging on 15min chart . let's see if it breaks
10293,"rt $ nflx hft algos triggered buy in sigma-x , crossfinder , ats , lx @ 09:46 , p / t 720.00 $ goog $ twtr $ bidu $ gpro $ fb $ tsla $ aapl $ qqq quant"
10295,rt AT_USER $ drng on radar for another move ! nasdaq stocks investment trader gold silver $ aapl $ nflx
10308,"$ aapl : used iphone 6 , iphone 6 plus pricing values remains higher than its ... : URL"
10312,"new post : 2 charts , 1 stupid person ---> URL <--- $ ll $ pva $ aapl $ nflx $ googl $ eurusd $ es_f $ spy"
10313,is cisco a good long-term investment opportunity ? URL $ aapl $ alu $ hpq $ intc $ csco
10317,"you can now sign up for messenger with your phone number , no facebook … URL idownloadblog $ aapl URL"
10319,"c citigroup , inc . ask size URL $ c $ ge $ wmb $ aapl c pennystocks invest"
10325,monitor your watchlist of assets for tweets - us tech giants URL $ aapl $ googl $ msft $ fb $ twtr
10332,eca.to encana corp . current price URL $ eca.to $ fts.to $ abx.to $ aapl eca.to pennystocks nasdaq
10338,pcln URL inc . message board posts URL $ pcln $ fslr $ aapl $ ea pcln finance stockmarketpgnx …
10344,"rt AT_USER apple ceo AT_USER joins 8,000 $ aapl employees at the san francisco pride parade today . ( via AT_USER URL"
10345,"aapl apple , inc . ideas URL $ aapl $ dish $ ma $ cmt aapl investing nasdaq URL"
10347,sbux starbucks corp . chart URL $ sbux $ dfs $ amzn $ aapl sbux stocks investing
10352,rt geomktfan : rt bosocial : rt geomktfan : rt geomarketing : . mprioleau weighs in on $ aapl ' s new indoor / outdoor navi … URL
10355,"dy dycom industries , inc . open URL $ dy $ bidu $ aapl $ sndk dy tradeideas share"
10365,"semperfelix a lot of talk about $ aapl , be happy to hear your thoughts URL sheep ? … … URL"
10370,vxx ipath s & p 500 vix short-term futures etn e . p . s . URL $ vxx $ aapl $ eltp $ eltp vxx stock invest
10383,oih market vectors oil services day high URL $ oih $ aapl $ kors $ gdxj oih stocks tradeideas
10387,rt AT_USER fitbit does not compete with applewatch URL via AT_USER $ fit $ aapl $ qqq
10391,stocks in play miércoles 01 de julio $ aapl $ fb $ twtr $ aal $ gpro $ baba $ fit $ mu $ xiv $ uvxy $ juno $ sgnl $ cisg $ alrm $ tvix $ mbi $ bioc $ fcau $ cb
10395,rt AT_USER actives on open @ cboe : $ aapl $ amd $ twtr $ bac $ jpm $ fb $ baba
10399,rt AT_USER got stock pennystocks ? $ sdrl $ amd $ twtr $ aapl join teambillionaire ⤵ ️ 👥 👤 👥 AT_USER URL h …
10407,"rt AT_USER if apple traded at shake shack's multiple of forward sales , it'd be worth $ 2.8 trillion . and earnings ? $ aapl $ shak htt …"
10419,AT_USER 10 option calls with up to 100 % gain potential $ fslr $ bidu $ dis $ mcd $ msft $ fb $ ebay $ ea $ aapl $ avgo URL
10420,stock market report on apple inc $ aapl powered by stocktipsdeal : URL $ qqq $ spy $ dia $ djia
10425,i wish you guys an ... $ mdin $ slnn $ cote $ fb $ gbsn $ aryc $ aapl $ twtr $ spy $ goog $ mjmj $ mdcn $ auri $ baba $ f $ gm $ nflx URL
10427,rt fintechna : rt twhooker : seize the day ! 4thofjuly fintech $ qqq $ aapl $ goog URL URL
10432,how to turn off applemusic's auto-renewal before your free trial ends - URL - $ aapl … URL
10434,rt AT_USER five minute trades - $ aapl $ fb $ googl $ goog $ gpro $ ibb $ lnkd $ qqq $ spy $ twtr $ v $ tsla $ nflx $ baba $ amzn - URL
10437,"aapl apple , inc . summary URL $ aapl $ nflx $ nat $ bib aapl tradeideas nasdaq bosocial … URL"
10439,cost costco wholesale corp . change URL $ cost $ aapl $ bhp $ burl cost stock nasdaq
10441,"aapl apple , inc . summary URL $ aapl $ nflx $ nat $ bib aapl tradeideas nasdaq bosocial … … … URL"
10442,"aapl apple , inc . summary URL $ aapl $ nflx $ nat $ bib aapl tradeideas nasdaq bosocial URL"
10450,"$ aapl $ spls $ aol : weekly tech highlights : tesla's big results , apple's next service ... : URL"
10451,rt AT_USER how to turn off applemusic's auto-renewal before your free trial ends - URL - $ aapl URL
10459,"apply pay is launching in the uk on july 14 , leaked document claims $ aapl URL URL businessinsider"
10460,"rt AT_USER apply pay is launching in the uk on july 14 , leaked document claims $ aapl URL"
10473,"aapl apple , inc . day high URL $ aapl $ panw $ xiv $ fgen aapl share invest"
10476,uup powershares db us dollar index bullish fund ask size URL $ uup $ gs $ aapl $ celg uup nasdaq investinguve …
10486,$ appf appfolio inc URL $ aapl $ fb $ bac $ nflx $ bbry $ intc $ t $ feye $ mu $ sbux $ jnj $ tsla $ msft … URL
10487,$ appf appfolio inc URL $ fb $ googl $ lnkd $ twtr $ aapl $ sne $ msft $ ko $ sina $ amzn $ baba ko p … URL
10508,"premarket most active stocks : $ xiv , $ aapl , $ qqq , $ tvix , $ fb , $ clvs , $ yy , $ jd , $ siri , $ amcn"
10517,"aapl apple , inc . eod data URL $ aapl $ pvsp $ slw $ uco aapl tradeideas nasdaq"
10530,rt AT_USER today's most active options URL $ spy $ aapl $ spx $ iwm $ vix
10531,"$ aapl options indicate a 123 pin today , tho could certainly go higher if yellen helps us out a bit URL"
10544,$ ssnlf $ aapl $ tsm : will samsung electronics ltd . help build the next apple watch ? : URL
10552,rt AT_USER how much to start trading with stocks stockmarket daytrade pennystocks wallstreet $ amzn $ spy $ nflx $ yum $ aapl URL
10553,"wallstreet : dowjones +1.21 % , en 17,760 . 41 , sp500 +1.23 % en 2,076 . 62 y nasdaq +1.53 % . mejor valor : $ aapl +2.67 % … URL"
10570,wsj : apple ’ s share of smartphone industry ’ s profits soars to 92 % : URL $ aapl
10572,"blx banco latinoamericano de comercio exterior , sa prev close URL $ blx $ fb $ rxdx $ aapl blx nasdaq stockmarket"
10574,crmd cormedix inc . message board posts URL $ crmd $ mmtc $ aapl $ prlb crmd pennystocks tradeideas
10578,"c citigroup , inc . stock forum URL $ c $ fxi $ sasr $ aapl c finance finance"
10580,"$ ngcg stock forum updated saturday , july 11 , 2015 7:44 : 20 pm $ tsoi $ prpm $ mcgi $ aapl URL"
10581,"$ bbrd filings updated sunday , july 12 , 2015 01:45 : 47 am $ thcz $ aapl $ thns $ any URL … URL"
10585,AT_USER AT_USER AT_USER AT_USER only reason you get longer is if you btd eg $ fb 86 n $ aapl 123.50- 124 .. dont chase
10588,"ejecutado 1000 venta límite de $ aapl a 125.68 , 2015-07- 13 18:57 : 22utc , id274035 ... URL"
10591,$ aapl oi for maturity 07/17 / 2015 . 130.00 highest put . 130.00 highest call . URL
10593,"rt AT_USER $ auri stock price updated sunday , july 12 , 2015 11:41 : 24 pm $ aapl $ cctl $ nhmd $ hjoe URL"
10596,rt AT_USER $ shop shopify inc URL pennystocks $ qden $ bstk $ vgtl $ dirv $ digx $ emps $ atnm $ baba $ aapl $ fx $ aapl …
10604,success of $ fit fitbit may be impacting bearish sentiment on $ aapl i-watch
10610,"AT_USER market gåurus are bullish on $ aapl , lemme know what you think . URL ruler ?"
10612,compra límite de 1650 acciones a 124.85 en $ aapl con un pt en 124.95 y con un sl en 124.688 vía AT_USER URL
10619,rt AT_USER $ aapl long .
10623,rt AT_USER damn it feels good to be in $ ubqu $ fbec $ tsoi $ pvsp $ hcti $ mjmj $ hjoe $ brwc $ eaph $ mdrm $ myec $ fnma $ aapl $ goog $ fb $ twtr …
10629,$ twtr twitter inc URL $ baba $ aapl $ fb $ twtr $ nflx $ googl $ tsla $ amzn $ pcln $ prmtx $ fold $ scmp $ fv prmtx tradeideas ...
10630,"rt marc faber : us markets are in dangerous territory , set to 40 % correction $ tsla $ goog $ twtr $ fb $ qqq $ aapl quant URL"
10632,"c citigroup , inc . bid URL $ c $ cytx $ nbg $ aapl c finance tradeideas"
10636,sai : consumers aren't interested in buying apple cars $ aapl URL
10638,$ twtr twitter inc URL $ baba $ aapl $ fb $ twtr $ nflx $ googl $ tsla $ amzn $ pcln 4thofjuly wheat $ vrx.to $ vltc $ rgbp ylena
10641,rt AT_USER idrtg check this out prediction on $ msft 4 a top nasdaq URL $ yhoo $ nvda $ lrcx $ csco $ aapl $ intc $ amzn …
10644,rt AT_USER dow stocks $ aapl apple daily : -0.04 % weekly : -0.06 % ytd : 14.24 % trend : 62 / 100 URL
10649,"$ aapl hod = $ 129 seems like , will confirm after 12:30"
10653,$ twtr twitter inc URL pennystocks $ qden $ bstk $ vgtl $ dirv $ digx $ emps $ atnm $ baba $ fb $ aapl $ fxcm $ aapl $ bac $ fb $ spy
10656,"$ aapl : ubs : apple revenue , eps and margins will beat consensus on ... : URL"
10668,$ twtr twitter inc URL $ intc $ aapl $ googl $ ibm $ fb $ msft $ amzn $ hpq $ csco $ emc $ orcl $ sap $ avgo $ qcom wimbledonfinal
10683,the impact of apple's share buyback program URL $ aapl
10684,rt AT_USER orb trades - $ iwm $ spy $ qqq $ dia $ baba $ aapl $ fb $ twtr $ nflx $ googl $ tsla $ amzn $ bidu $ pcln $ lnkd - URL
10685,"AT_USER easy , sell $ fb and $ goog and buy $ aapl and $ sox ."
10705,$ mu micron technology inc URL $ aapl $ bac $ fb $ spy $ ge $ baba $ nflx $ c $ fe $ tsla $ f $ t $ uwti $ rad $ gild $ vxx $ ua fx es_f
10707,$ mu micron technology inc URL $ intc $ aapl $ googl $ ibm $ fb $ msft $ amzn $ hpq $ csco $ emc $ orcl $ sap $ avgo $ qcom yellen
10710,rt AT_USER $ aapl outperform rating reiterated at oppenheimer - - $ 155 pt
10716,$ mu micron technology inc URL $ baba $ aapl $ fb $ twtr $ nflx $ googl $ tsla $ amzn $ pcln $ prmtx $ fold $ scmp $ fv prmtx
10717,rt AT_USER apple sells fewer than 20 % of smartphones but reaps nearly all the profits . URL $ aapl
10721,AT_USER a ) it's $ aapl b ) i am long straight aug calls c ) excellent option action
10728,$ twtr twitter inc URL $ aapl $ bac $ fb $ spy $ ge $ baba $ nflx $ c $ fe $ tsla $ f $ t $ uwti $ rad $ gild $ vxx $ ua fx
10731,$ mu micron technology inc URL $ aapl $ fb $ dax $ tsla $ gld $ baba $ twtr $ abx $ ashr $ amzn sentiquant trump 2016 espys
10736,"$ goog $ googl $ fb news : "" how to diversify - cramer's mad money ( 7/17 / 15 ) $ aapl … "" URL analyze … URL"
10740,$ mu micron technology inc URL $ baba $ aapl $ fb $ twtr $ nflx $ googl $ tsla $ amzn $ pcln $ prmtx $ fold $ scmp $ fv prmtx espys
10745,rt AT_USER . AT_USER is taking a page out of apple's playbook URL AT_USER $ gpro $ aapl URL
10748,toptickertweets $ aapl $ fb $ spy $ amzn $ googl $ tsla $ nflx $ gld $ gpro $ goog sentiquant 2015072 0 15:00 : 07:439
10749,"rt AT_USER key price point , as it attempts next breakout ! $ goog $ spy $ aapl URL"
10754,$ tsla tesla motors inc URL $ dyax $ hban $ gt $ dhi $ cisco $ bk . b $ aapl $ nflx $ woof $ pzza $ swks $ fb $ ctas $ googl $ ea
10761,AT_USER $ aapl apple up 2.2 % amid flurry of bullish pre-earnings notes URL
10764,AT_USER with $ aapl $ googl $ amzn $ fb and $ tsla next it's URL
10768,$ mu micron technology inc URL $ aapl $ bac $ fb $ spy $ ge $ baba $ nflx $ c $ fe $ tsla $ f $ t $ uwti $ rad $ gild $ vxx $ ua fx holx
10770,$ aapl to open up ! URL
10772,rt AT_USER twitter stock buzz : $ fb $ rmrk $ aapl $ googl $ goog ( 02:31 pm ) stocks finance stockmarket stockpicks … … URL
10773,"ohrp ohr pharmaceutical , inc . 52wk high URL $ ohrp $ hyg $ aapl $ spxu ohrp tradeideas stocks"
10775,$ aapl : us apple hires auto industry veterans apple inc URL nasdaq URL
10778,$ aapl : i think it goes up to $ 135 this week and to $ 140 in next three month .
10787,"rt AT_USER brutal earnings today for big tech $ aapl down 8 % , $ msft down 4 % $ yhoo down 2 % after hours"
10799,rt AT_USER there are just 15 companies in the s & p 500 with a market cap greater than apple $ aapl cash hoard ...
10802,"AT_USER $ aapl apple - 7 % ; fq3 gross margin tops guidance , china sales a strong point URL"
10805,"rt AT_USER $ aapl 132.07 ( icymi , munster on er tonight ) clip URL URL"
10815,rebeccadiamond i do think $ aapl looks like a good candidate to start slowly scaling into some common stock and ... URL
10825,"rt AT_USER just how many iphones , ipads , and macs did apple sell over the last quarter ? • $ aapl URL"
10850,"risky play : shorting $ goog through eod tomorrow . shift all p / l prior to close into $ aapl aug calls . friday , move all p / l into $ twtr aug call"
10853,"AT_USER i don ’ t have many shares in $ aapl , but i ’ m happy with their performance ."
10857,rt AT_USER here are the early earnings winners among s & p 500 companies URL $ nflx $ aapl URL
10861,عاجل : شركة $ aapl تقوم بتوظيف doug betts الرئيس التنفيذي السابق لشركة السيارات كرايسلر - URL
10863,"stock_forums : aapl apple , inc . financials URL $ aapl $ sbux $ ewzs $ re … URL URL"
10867,AT_USER have to monitor my $ aapl trade from phone . entry i think was 132.73 or 132.78 not 100 % sure
10873,rt baystreetblog : couple of hours left until $ aapl earnings call . nasdaq URL bosocial bosoci … URL
10891,$ aapl unparalelled iphone loyalty . 86 % of iphone owners plan to make their next phone an iphone . next highest brand ? 50 % : notgoodenough .
10893,kca votejkt 48id philstockworld : morning notes on apple $ aapl and commodites from - - URL
10912,after-hours losers as of 5.25 p . m . : $ ilmn -10.0 % $ exel -10.0 % $ qrvo -7.5 % $ aapl -7.0 % $ swks -6.1 %
10917,rt AT_USER apple ’ s 38 % profit surge lifted its cash reserves to a record $ 203 billion . $ aapl URL via AT_USER URL
10928,rt AT_USER $ aapl breaking AT_USER $ 126 trend support = a problem AT_USER AT_USER
10931,$ twtr twitter inc URL iheart 5sos cuba irandeal msnbc prettylittleliars $ atnm $ baba $ fb $ aapl $ fxcm $ aapl $ bac $ fb
10944,"pot potash corp . saskatch , inc . ex-div date URL $ pot $ axp $ aapl $ kgc pot invest pennystocks"
10948,"$ aapl moral of the story : selling it above $ 130 and buying it below $ 122 continues to work , as it has for the last 6 months ."
10973,"rt smtraderca : "" market recap - 7/22 / 2015 "" $ aapl $ spx $ dji $ ndx $ rut $ spy $ qqq $ dia $ iwm URL … … URL"
10975,"aapl apple , inc . ask URL $ aapl $ gold $ brk / b $ rmrk aapl stocks stockmarket"
10980,$ twtr twitter inc URL $ aapl $ bac $ fb $ spy $ ge $ baba $ nflx $ c $ fe $ tsla $ f $ t $ uwti $ rad $ gild $ vxx $ ua fx missusa
10991,xle energy select sector spdr bid size URL $ xle $ a $ aapl $ vivo xle finance stock
11001,exclusive : pipers gene munster explains why apple should buy tesla $ aapl $ tsla URL via AT_USER
11002,"apple svp angela ahrendts sells $ 5,895 , 128 in $ aapl URL via AT_USER"
11006,wonder if people understand that $ aapl is dropping ? we need someone on AT_USER to come on defend its might ! ! !
11007,"so articles come out this week about momentum in large caps being a risk , yet nothing negative was written about $ aapl from ' 09 - ' 12 ."
11011,AT_USER AT_USER AT_USER see my last stock ideas for $ fb $ gpro $ aapl $ tsla on URL
11014,"$ aapl news : "" patience , cash and dividend growth investing $ aapl apple $ abbv … "" URL analyze : URL"
11018,toptickertweets $ aapl $ gpro $ fb $ twtr $ amzn $ spy $ goog $ ua $ itek $ cat sentiquant fintech 2015072 3 12:00 : 07:201
