,News
1842,rt AT_USER $ aapl eps is improving . cml_aapl cml_eps URL URL
1843,$ aapl max pain = 125.00 . maturity = 05/01 / 2015 . previous close = 130.28 . URL
1844,rt AT_USER 22 % of those who've ordered an applewatch have gotten delivery . ( via slice intelligence ) $ aapl URL
1845,rt AT_USER $ aapl $ cuda $ coh $ akam $ bwld $ gpro $ pnra $ twtr $ ll $ grub $ bidu $ nxpi $ yelp $ tasr $ va $ expe $ feye $ fslr $ habt $ lnkd URL
1846,"market snapshot : u . s . stocks : investors begin the wait for apple results , fomc meeting $ aapl apple wlst URL"
1847,$ aapl applewatch URL
1848,rt AT_USER and here we go ! retweet if you're playing $ aapl earnings .
1849,"rt AT_USER this chart shows how apple has traded , on average , over the last 20 years -> URL $ aapl URL"
1850,$ aapl jan 27 earnings announcement price history URL URL i wonder .. could it go to 140 this coming wk ?
1851,rt AT_USER apple beat on eps and revenue . increased its buyback . raised its dividend -> URL $ aapl
1852,rt AT_USER apple beat on eps and revenue . increased its buyback . raised its dividend -> URL $ aapl
1853,عاجل : الكاش في أبل $ aapl عند 194 مليار دولار
1854,rt AT_USER earnings : m : $ aapl $ rcii $ sohu t : $ bwld * $ pnra * $ krft $ gpro $ twtr w : $ bidu * $ mar $ nxpi th : $ expe * $ xom $ lnkd * * f : $ c …
1855,abriendo 15 largos de $ aapl a 132.76 usd con un pt en 199.447 y con un sl en 66.103 idop 214797 vía AT_USER URL
1856,rt AT_USER friday orb trades - $ iwm $ spy $ qqq $ twtr $ baba $ aapl $ fb $ pcln $ bidu $ nflx $ tsla $ amzn $ googl $ yhoo $ lnkd URL
1857,"if $ aapl beats and pulls $ qqq up with it more , i will add to short calls ."
1858,shares of $ aapl are now worth nearly 5x what i paid for my first batch in 2010 . and the watch era has only just begun .
1859,$ aapl aapl would this have helped today ? i call this the turn and burn ! URL
1860,p / l : entry was 5.4 k shares @ 48.68 ish out 40.6 for $ 44k . lucky lucky ! ! $ aan $ aapl $ aeri $ amcn $ eigi $ msft $ pbr $ twtr URL
1861,kca votejkt 48id visualstockrsrc : $ aapl - market snapshot : u . s . stocks : fed jitters send futures into the red
1862,$ aapl i find it interesting no analyst asked tim cook if $ aapl has any new products coming in the near future ( in the next year )
1863,"rt AT_USER apple earnings report , the great , the good , the bad ( video ) URL $ aapl apple"
1864,"rt AT_USER apple earnings report , the great , the good , the bad ( video ) URL $ aapl apple"
1865,tickers trending on twtr in last 1 hour $ aapl $ audusd $ eurusd URL
1866,rt AT_USER analysts are growing more optimistic that apple $ aapl will hit a trillion-dollar market cap within the year . URL
1867,"$ aapl jimmybob : deutsche sees balanced risk / reward for apple , keeps hold rating : jimmybob URL"
1868,rt AT_USER active options @ cboe : $ aapl $ tsla $ twtr $ ypf $ amzn $ x $ pbr $ mrk $ jblu $ abx
1869,$ twtr $ aapl twitter eyeing apple to help distribute its tweets URL
1870,lg electronics q1 net profit drops 58.5 % : URL $ aapl $ goog $ pcln $ k
1871,some readers made 38.57 % shorting $ bluu – time to bite into $ aapl ? URL URL
1872,$ aapl is still bleeding due to the buyback . it's highly possible we'll see $ 94 before $ 188 . apple investing
1873,"early movers : via , ci , twc , aapl , gnrc & more URL $ aapl"
1874,"$ aapl $ ibm : ibm , apple working with japan post to make apps for elderly care : URL"
1875,$ bidu $ aapl puts paying this morning . $ tsla picking up heavy puts positions for tomorrow . almost doubled portfolio in two days so risking .
1876,"se ha ejecutado 50 venta límite de $ aapl a 125.86 , 2015-04- 30 17:05 : 08utc , id218787 ... URL"
1877,rt AT_USER AT_USER AT_USER actually abigail doolittle AT_USER called the $ aapl low before that article .
1878,$ aapl - wall street doesn't trust disney - - should you ? URL
1879,rt AT_USER spreadsheet of the day : the latest apple price targets : URL $ aapl $ goog $ pcln $ k
1880,"equities research analysts ’ ratings reiterations for may , 2nd ( aapl , adr , amov , amzn … URL $ aapl"
1881,rt AT_USER ha haters gonna hate . $ aapl is king ! 👑 👑 URL
1882,"volition , trading $ aapl strength , languages , freedom and power rests in you . AT_USER AT_USER URL"
1883,$ aapl - apple looks at home in china URL
1884,$ aapl - apple looks at home in china URL
1885,"$ ibm $ aapl $ un $ intc socialfa moneymanagement linkedfa i am john , new researcher . please review my work under URL"
1886,AT_USER offer in below the market to buy $ aapl 129/130 put spread .
1887,"icahn hasn \ ' t sold any apple ( aapl ) shares , would add to position on pullback $ aapl"
1888,"$ aapl news : "" actives on open @ cboe : $ aapl $ baba $ tsla $ nflx $ bac $ dis $ bidu "" URL analyze : URL"
1889,"$ bac news : "" actives on open @ cboe : $ aapl $ baba $ tsla $ nflx $ bac $ dis $ bidu "" URL analyze : URL"
1890,"$ aapl $ tsla news : "" actives on open @ cboe : $ aapl $ baba $ tsla $ nflx $ bac $ dis … "" URL analyze : URL"
1891,toptickertweets $ spy $ aapl $ fxi $ ptbi $ qqq $ dis $ dia $ tsla $ uso $ twtr sentiquant 2015050 5 14:00 : 05:758
1892,a glimpse of what could trigger the next big selloff by AT_USER $ aapl $ nflx $ qqq $ spy $ study URL
1893,find your own trading path . $ mat $ tsm $ iwm $ pfe $ goog $ aapl $ drc $ lvs $ cl $ wtw $ apc $ gdx URL URL
1894,find your own trading path . $ mat $ tsm $ iwm $ pfe $ goog $ aapl $ drc $ lvs $ cl $ wtw $ apc $ gdx URL URL
1895,find your own trading path . $ mat $ tsm $ iwm $ pfe $ goog $ aapl $ drc $ lvs $ cl $ wtw $ apc $ gdx URL URL
1896,AT_USER since your tweet was sent $ aapl has dropped -1.588 % . see your featured tweet on market parse URL
1897,AT_USER since your tweet was sent $ aapl has dropped -2.504 % . see your featured tweet on market parse URL
1898,"$ aapl news : "" apple debt : cheap to peers $ aapl apple "" URL analyze : URL"
1899,apple's outperform rating reiterated at credit suisse . $ 145.00 pt . URL $ aapl aapl
1900,"$ xlb stock forum updated friday , may 8 , 2015 05:11 : 21 am $ aapl $ smn $ tvix $ unh URL"
1901,"$ aapl - as google inc . ' s project loon nears release , should investors love the moon shots ? URL"
1902,rt AT_USER iphone 6c will be an affordable plastic device URL apple $ aapl applewatch URL
1903,abriendo 200 largos de $ aapl a 125.77 usd con un pt en 133.487 y con un sl en 123.773 idop 223810 vía AT_USER URL
1904,rt AT_USER microsoft : this 13 % celebration might be premature URL $ aapl apple $ goog $ msft
1905,trade : bearish vertical on $ aapl : may 415 130/132 . be 130.30 450/2550 mkt 125.89 … URL
1906,fxi ishares ftse china 25 index fund stock forum click here -> URL trending $ fxi $ googl $ aapl $ gpro fxi investing …
1907,have to say + ve divergence so far for $ spy & $ aapl holding 125 ( so far ) URL
1908,hl hecla mining co . change click here -> URL trending $ hl $ xlu $ aapl $ swks hl share pennystocks
1909,rt AT_USER where does carl icahn think apple shares are going next ? URL $ aapl apple carl icahn
1910,top stocks to buy now – $ ptbi $ vggl $ kerx $ mnkd URL $ spy $ aapl $ goog $ tna swingtrading stocks stockstobuy
1911,$ aapl iphone 6s spec leaks look good . excited . might even buy one .
1912,googl google inc . - class a open click here -> URL trending $ googl $ celg $ aapl $ jnk googl finance finance
1913,"$ aapl - facebook inc . attempts to woo publishers with "" instant articles "" URL"
1914,abriendo 15 largos de $ aapl a 128.69 usd con un pt en 175.367 y con un sl en 122.033 idop 226131 vía AT_USER URL
1915,$ aapl revenue and earnings are expanding . cml_aapl cml_revenue cml_earnings URL URL
1916,runeblade is the first game that can only be played on apple watch URL idownloadblog $ aapl URL
1917,the key is to see if leadership stocks stay strong when $ spy starts to drip .. $ aapl
1918,chaytonfalke : chayton falke � youtube channel URL trading startups stock $ aapl money investor angel investoreduc …
1919,$ cbis i am a $ aapl bad trading luck person $ cgra since $ bac i was born AT_USER AT_USER URL
1920,"rt AT_USER cooperman's omega , philippe laffont's coatue management cut stakes in $ aapl , but no matter ; it's still a popular hf stock ."
1921,jnj johnson & johnson eod data click here -> URL trending $ jnj $ atvi $ aapl $ drys jnj stockmarket pennystocks
1922,$ aapl - 4 reasons why mannkind could succeed where pfizer failed URL
1923,"aapl apple , inc . market cap click here -> URL trending $ aapl $ qld $ tbt $ cdk aapl nasdaq stocks"
1924,xle energy select sector spdr short sales click here -> URL trending $ xle $ ebay $ upro $ aapl xle stockmarket stock
1925,"AT_USER qlys qualys , inc . tick click here -> URL trending $ qlys $ slv $ smn $ aapl qlys nasdaq invest"
1926,$ aapl asher 78 : rut roh $ aapl in trouble with this news ? : asher 78 URL
1927,"qp_c _ : $ c news : "" actives on open @ cboe : $ aapl $ fb $ c $ csco $ gild $ pbr $ cvx $ tsla $ bac … "" URL URL"
1928,rt AT_USER top trading links : a big move is coming URL by AT_USER $ spy $ gdx $ aapl $ study
1929,$ aapl apple doesnt acquire military grade gps startup 2 put maps in2 ur phone . they r building automotive telematics . URL
1930,"bridgewater associates , the world's biggest hedge fund firm , is all about etfs $ aapl $ eem $ ko URL via AT_USER"
1931,rt AT_USER $ aapl heading to the 130.50- 130.63 test i was referring to ...
1932,stockstat_us : nasdaq after-hours most active $ aapl URL $ fb URL $ msft … URL
1933,"apple suppliers skyworks , avago , qorvo unveil chips URL ibdnews via AT_USER $ swks $ aapl $ avgo $ qrvo"
1934,rt AT_USER قارنوا تشارت $ aapl اليوم بتوقعنا منذ 3 أيام . URL
1935,open position : $ gpro $ panw $ ctxs $ aapl $ dis stocks to watch : URL hotstocks
1936,"$ aapl daily deals : seagate barracuda , asus transformer , nintendo 2ds URL AT_USER"
1937,"aapl apple , inc . ask click here -> URL trending $ aapl $ hjoe $ ueps $ ilmn aapl stocks stocks"
1938,10 most undervalued dividend payers $ gild $ alk $ tsm $ ctb $ rcl $ aapl $ tso $ simo $ safm $ tho valueinvesting vectorvest URL
1939,apple wisely ditches plans for a 4k apple tv ( aapl ) URL $ aapl
1940,$ aapl $ nflx $ tsla thurdays morning market video - update from option millionaires - stock options chatroom come vi ... URL
1941,ctix cellceutix corp . stock message board click here -> URL trending $ ctix $ abx $ slca $ aapl ctix pennystocks …
1942,rt AT_USER AT_USER watch the morning call express URL URL $ spx $ dal $ ual $ aapl $ baba $ tlt mornin …
1943,$ aapl - better buy now : chipotle mexican grill inc . or mcdonald's corporation ? URL
1944,does holding apple really matter for funds ' success ? $ aapl aapl news apple URL URL
1945,toptickertweets $ aapl $ fb $ spy $ isr $ goog $ aveo $ baba $ pbmd $ twtr $ bbry sentiquant 2015052 2 09:25 : 04:653
1946,"85 % of $ aapl watch owners wear it everyday . 52 % said "" changed their lives . "" 74 % love it more than day they bought it . URL"
1947,"mdcn medican enterprises , inc . ask click here -> URL trending $ mdcn $ cree $ heb $ aapl mdcn invest tradeideas"
1948,abriendo 9 largos de $ aapl a 132.38 usd con un pt en 342.14 y con un sl en -7.443 idop 231405 vía AT_USER URL
1949,sterlingmholmes : cboe : actives on open @ cboe : $ aapl $ baba $ amzn $ fb $ mu $ bidu $ sdrl $ bac $ intc $ expe $ chk $ feye URL
1950,"there's a kickstarter project called chip , a fully functional computer for $ 9 . and yet $ aapl hasn't had a $ 90b haircut . very confusing ."
1951,"rt AT_USER apple $ aapl interesting trade in june 2016 , bought 3,870 of the $ 155 calls and sold 6,500 of the $ 185 calls , $ 1.3 m URL"
1952,rt AT_USER elevation partners co-founder roger mcnamee : dueling apple estimates don't matter » URL $ aapl URL
1953,"$ aapl - apple , inc . is about to reinvent a common household item URL"
1954,rt buzz_just_in track curated news and tweets for multiple tickers - us tech giants URL $ aapl … URL
1955,rt AT_USER [ video ] weekend us market analysis 05/23 / 2015 $ hpq $ t $ f $ abev $ sfun $ aapl $ baba $ t $ jblue $ bac $ intc $ t $ ge $ mrvl URL
1956,cni canadian national rail co . quotes URL $ cni $ aapl $ csco $ ewj cni pennystocks invest
1957,feye fireeye inc . market cap URL $ feye $ iyt $ ief $ aapl feye finance finance
1958,bi_retailnews : the 10 most valuable brands in the world $ goog $ aapl $ msft $ ibm $ v $ t $ vzc $ ko $ mcd … URL
1959,$ aapl the_free_nebula : good luck with your choices .. it will take a : the_free_nebula URL
1960,june 22 - - the top coming ? URL $ djia $ spx $ ndx $ iwm $ aapl $ fb $ twtr $ lnkd $ gpro $ baba $ tsla $ bidu $ pcln $ plug $ enzn
1961,"absolutely brilliant performance from tech equities $ msft $ ibm $ aapl $ intc $ csco healthcare $ unh . $ v $ gs rising . djia 18,162 . 99 ( +0.67 % )"
1962,"aapl apple , inc . dividend URL $ aapl $ sbux $ pip $ abio aapl invest stocks"
1963,dd dupont co . % change URL $ dd $ agio $ v $ aapl dd invest nasdaq
1964,it's whack but people love it ' - obj owenbjennings cashcrab $ aapl wearables iot $ invn $ stm $ nxpi $ swks URL via benj …
1965,rt AT_USER . AT_USER scrambles to release fix for widespread imessage glitch infosec $ aapl URL URL
1966,"aria ariad pharmaceuticals , inc . open URL $ aria $ aapl $ hl $ unh aria share tradeideas"
1967,"ibd 50 : as apple fans out , suppliers eye next moves URL $ aapl $ avgo $ swks $ syna $ brcm $ intc $ qcom $ qrvo"
1968,"aapl apple , inc . company info URL $ aapl $ eca.to $ pran $ tou.to aapl pennystocks tradeideas"
1969,the smarter simple charting tool icharttop stock market app tool you've never had $ aapl $ goog $ fb $ msft $ nvda URL
1970,the no . 1 stock in the world - part 3 URL … $ aapl apple $ brk . b $ cost $ ctsh $ cvx $ dis $ gild $ hon $ kmi $ ko $ krft $ lmt
1971,it's time to get into this stock : URL $ goog $ aapl
1972,will apple inc . mix and match intel corp . ' s broadwell and skylake in upcoming ... $ aapl URL
1973,rt AT_USER video URL stock market analysis for wk ending 6/5 / 15 $ spy $ qqq $ iwm $ xlf $ aapl $ smh $ tlt
1974,$ aapl : ever-expanding reach of ' planet apple ' ( aapl ) in focus as wwdc ... : URL
1975,rt rt rt rt rt $ msft 120 mints $ spy $ qqq $ aapl $ googl $ goog $ twtr $ fb $ baba $ pcln $ tsla $ bidu $ amzn $ msft $ ddd … … URL
1976,xlk technology select sector spdr 52wk high URL $ xlk $ lnkd $ aapl $ cavm xlk finance pennystocks
1977,$ aapl dowwwwwwwwwwwwwwwwwwwwwnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
1978,"sonnyblue it's not too late for $ aapl to buy $ nflx and spotify , is it ? URL"
1979,rt AT_USER dow stocks oversold and breaking down URL $ aapl apple $ axp $ ba $ cat $ csco $ cvx $ dd $ dis $ ge $ gs $ hd $ …
1980,dd dupont co . day high URL $ dd $ xlu $ smh $ aapl dd invest share
1981,"rt AT_USER in $ drne @ . 26 , in $ clok @ $ 3.30 , in $ gtmm @ $ . 07 , in $ nmxs @ . 026 nasdaq nyse invesment stocks $ aapl $ nflx $ tsla htt …"
1982,"rt AT_USER in $ drne @ . 26 , in $ clok @ $ 3.30 , in $ gtmm @ $ . 07 , in $ nmxs @ . 026 nasdaq nyse invesment stocks $ aapl $ nflx $ tsla htt …"
1983,"applemusic could account for 5 % of 2016 revenue , morgan stanley says $ aapl URL wwdc"
1984,rt AT_USER $ aapl 126.51 reiterated outperform ( pt is $ 185 ) - fbr
1985,$ aapl 127 @ 0.90 cents $ spy $ qqq $ aapl $ googl $ goog $ twtr $ fb $ baba $ pcln $ tsla $ bidu $ amzn $ msft $ ddd URL
1986,$ baba nice closing . but not to break 88 $ $ spy $ qqq $ aapl $ googl $ goog $ twtr $ fb $ baba $ pcln $ tsla $ bidu $ amzn $ msft URL
1987,"rt dw_grant : how $ aapl is raising the bar for infosec , two screen taps at a time : malenacarollo's first ( ! ) for c … URL"
1988,toptickertweets $ aapl $ ppch $ nflx $ spy $ mnkd $ tsla $ axn $ gpro $ fb $ twtr sentiquant 2015061 0 14:00 : 04:666 … … URL
1989,"with ios 9 , apple lets developers cutoff support for older ios devices … URL 9to5mac $ aapl URL"
1990,ge general electric co . last trade URL $ ge $ baba $ aapl $ idcc ge stockmarket share URL
1991,$ mdcn . 01 + URL $ mdcn gonna fly $ mjmj / $ aapl $ nflx $ gwph $ tsla $ grpn $ siri $ fb $ thcz $ twtr $ hjoe $ yhoo $ znga $ grpn $ grnh
1992,rt AT_USER the $ aapl selling came in waves . close-up with dark pool prints removed ( for clarity ): URL
1993,rt AT_USER my dividend income for april 2015 URL $ souhy $ fojcf $ lvmhf $ pm $ aapl $ bamxf $ sev $ blt $ ibm $ nov $ rds . a …
1994,unless the mainland authorities ban the ios 9 update somehow . $ aapl apple china URL
1995,"rt AT_USER $ llbo stock forum updated wednesday , june 10 , 2015 7:41 : 25 pm $ gata $ aapl $ ngcg $ aapl URL URL"
1996,"$ pxlw $ aapl let me repeat . clearly written in the most recent 10k is apple inc as a customer . the most recent 10q "" customer a "" is apple"
1997,rt AT_USER $ aapl ios 9 ' s web browser can block annoying ads URL / / smart eco-system move . this is huge .
1998,$ amzn $ nflx $ aapl
1999,track curated news and tweets for multiple tickers - us tech giants URL $ aapl $ goog $ msft $ fb $ twtr
2000,rt AT_USER we're starting to feel the energy of fitbit's ipo URL $ aapl apple $ fit
2001,abriendo 5 largos de $ aapl a 128.22 usd con un pt en 129 y con un sl en 126 idop 252205 vía AT_USER URL
2002,"owensassetmgt $ aapl your tweet has been featured on market parse , for iphone . URL URL"
2003,"rt AT_USER . AT_USER suggests $ aapl as home for $ twtr - blast-from-the-past fm 2012 , via AT_USER + AT_USER URL"
2004,"gild gilead sciences , inc . investor opinions URL $ gild $ epi $ vz $ aapl gild invest stock"
2005,apple ( $ aapl ) dominates online chatter about wearables URL via AT_USER
2006,unp proshares ultrapro s & p 500 summary URL $ unp $ oih $ aapl $ kmi unp stocks share
2007,track trending assets in 1 watchlist $ cac $ ibex $ f $ fb $ aapl URL URL
2008,get the latest dd for $ nnvc $ tpac $ avop $ hemp $ baa $ aapl $ trtc check it out on URL … URL
2009,$ twtr twitter inc $ 35.90 URL $ ashr $ cvgw $ pcyc $ adxs ashr trade nasdaq $ avgo $ conn $ alog $ aapl avgo pennystocks …
2010,"$ aapl - what investors can expect from microsoft corp's "" new "" xbox one URL"
2011,$ aapl received a new alert . find out why at URL stocks daytrading trading mkt nyse nas … URL
2012,$ aapl received a new alert . find out why at URL stocks daytrading trading mkt nyse nas … URL
2013,$ aapl received a new alert . find out why at URL stocks daytrading trading mkt nyse nas … URL
2014,"from all angles , $ aapl is not attractive right now technically"
2015,"$ gncp recent news updated sunday , june 14 , 2015 12:44 : 24 pm $ aapl $ pvsp $ fbec $ tpiv URL … … … … URL"
2016,rt AT_USER rt $ mdcn $ thcz $ pzoo $ mjna $ mjmj $ fwdg $ hjoe $ oslh $ hemp $ cbis $ siri $ fb $ twtr $ tsla $ nflx $ aapl $ cann $ canv $ mdbx $ t htt …
2017,nke nike inc . yield URL $ nke $ iwo $ nat $ aapl nke finance investing … URL
2018,stock in play : $ aapl $ fb $ twtr $ aal $ gpro $ baba $ dang $ mbly $ fold $ ll $ trak $ blue $ hqcl $ rdhl $ uvxy $ esi $ idra $ amba $ nem $ mu
2019,short interest in apple decreases by 20.8 % $ aapl tcot stocks URL
2020,equities currently tagged highearnings by the closingbell community : $ aapl $ act $ baba $ biib $ ea URL
2021,sony ’ s new venture xperia z4 and z5 is going to rock the market very soon URL $ sne $ aapl $ ssnlf $ goog $ bbry $ msft
2022,$ aapl - 2 reasons the t-mobile and dish network deal may not happen URL
2023,toptickertweets $ twtr $ aapl $ axpw $ spy $ fb $ dax $ aavl $ free $ nflx $ baba sentiquant 2015061 6 10:00 : 07:360 … URL
2024,there are signs that $ aapl may have adjusted carrier moqs upward for the 6/6+ due to supply / demand issues .
